"Year","Area","ID","Bat_number","Distance","Species","Number_of_bats","Pinta_kolo","Height","Entrance_distance","Bunker_height","New_species"
2023,"Ravijoki","7",3,18.208,"Mmbra",1,"kolo",1.3,25.985,2.3,"Myotis"
2023,"Ravijoki","7",4,18.591,"Enil",1,"pinta",1.3,25.985,2.3,"Enil"
2023,"Ravijoki","7",5,17.261,"Myotis",1,"kolo",1.3,25.985,2.3,"Myotis"
2023,"Ravijoki","7",6,17.523,"Mmbra",2,"kolo",1.3,25.985,2.3,"Myotis"
2023,"Ravijoki","7",7,16.198,"Mmbra",3,"kolo",1.3,25.985,2.3,"Myotis"
2023,"Ravijoki","7",8,15.872,"Mmbra",1,"kolo",2.3,25.985,2.3,"Myotis"
2023,"Ravijoki","7",9,13.063,"Enil",1,"pinta",1.2,25.985,2.3,"Enil"
2023,"Ravijoki","7",10,6.331,"Enil",1,"pinta",2.3,25.985,2.3,"Enil"
2023,"Ravijoki","7",11,2.834,"Enil",1,"pinta",2,25.985,2,"Enil"
2023,"Ravijoki","7",12,3.495,"Mmbra",1,"kolo",2,25.985,2,"Myotis"
2023,"Ravijoki","7",13,6.479,"Enil",1,"pinta",2.3,25.985,2.3,"Enil"
2023,"Ravijoki","7",14,7.267,"Paur",1,"pinta",1.5,25.985,2.3,"Paur"
2023,"Ravijoki","7",15,10.147,"Paur",1,"kolo",2,25.985,2,"Paur"
2023,"Ravijoki","7",16,18.532,"Mdau",1,"pinta",2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",17,20.909,"Enil",1,"pinta",3.2,25.985,3.2,"Enil"
2023,"Ravijoki","7",18,20.16,"Mmbra",5,"kolo",3.2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",20,23.685,"Mdau",2,"pinta",3.2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",21,24.197,"Mmbra",19,"pinta",3.2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",22,25.502,"Mdau",1,"pinta",3.2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",23,25.421,"Mmbra",1,"pinta",3.2,25.985,3.2,"Myotis"
2023,"Ravijoki","7",24,15.75,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis"
2023,"Ravijoki","7",25,8.713,"Paur",1,"kolo",5,25.985,5,"Paur"
2023,"Ravijoki","7",26,8.988,"Mmbra",2,"kolo",5,25.985,5,"Myotis"
2023,"Ravijoki","7",27,8.668,"Mmbra",1,"kolo",5,25.985,5,"Myotis"
2023,"Ravijoki","7",28,8.995,"Mmbra",2,"kolo",5,25.985,5,"Myotis"
2023,"Ravijoki","7",29,8.585,"Mmbra",1,"kolo",5,25.985,5,"Myotis"
2023,"Ravijoki","7",30,9.057,"Mmbra",2,"kolo",5,25.985,5,"Myotis"
2022,"Ravijoki","2",1,14.82,"Mmbra",1,"kolo",3,16.608,3,"Myotis"
2022,"Ravijoki","2",2,5.435,"Paur",1,"kolo",2,16.608,2.3,"Paur"
2022,"Ravijoki","2",3,9.928,"Enil",1,"pinta",2,16.608,3,"Enil"
2022,"Ravijoki","11",1,14.714,"Mmbra",3,"kolo",3.1,21.93,3.1,"Myotis"
2022,"Ravijoki","11",2,21.034,"Mmbra",2,"kolo",3.1,21.93,3.1,"Myotis"
2022,"Ravijoki","11",3,20.736,"Mmbra",1,"kolo",2,21.93,3.1,"Myotis"
2022,"Ravijoki","11",4,14.811,"Mmbra",16,"kolo",3.1,21.93,3.1,"Myotis"
2022,"Ravijoki","11",5,13.332,"Mmbra",1,"kolo",2,21.93,2.6,"Myotis"
2022,"Ravijoki","11",6,2.149,"Mmbra",1,"kolo",1,21.93,2,"Myotis"
2022,"Ravijoki","11",7,2.191,"Mmbra",1,"kolo",2,21.93,2,"Myotis"
2022,"Ravijoki","11",8,3.712,"Mmbra",1,"kolo",5,21.93,6,"Myotis"
2022,"Ravijoki","1-180",1,13.017,"Enil",1,"pinta",1.2,24.446,2,"Enil"
2022,"Ravijoki","1-180",2,17.54,"Enil",1,"kolo",3.1,24.446,3.1,"Enil"
2022,"Ravijoki","1-180",3,12.283,"Paur",1,"pinta",NA,24.446,3,"Paur"
2022,"Ravijoki","1-180",4,12.277,"Enil",1,"pinta",NA,24.446,3,"Enil"
2022,"Ravijoki","1-180",5,12.824,"Enil",1,"pinta",2,24.446,2,"Enil"
2022,"Ravijoki","1-180",6,22.279,"Enil",1,"kolo",NA,24.446,3.1,"Enil"
2022,"Ravijoki","7",1,8.271,"Mmbra",7,"kolo",5,25.985,5,"Myotis"
2022,"Ravijoki","7",2,8.304,"Mmbra",3,"kolo",5,25.985,5,"Myotis"
2022,"Ravijoki","7",3,7.743,"Mmbra",1,"kolo",5,25.985,5,"Myotis"
2022,"Ravijoki","7",4,8.716,"Mmbra",1,"kolo",2,25.985,5,"Myotis"
2022,"Ravijoki","7",5,9.043,"Mmbra",3,"kolo",5,25.985,5,"Myotis"
2022,"Ravijoki","7",6,13.199,"Mmbra",2,"kolo",2.3,25.985,2.3,"Myotis"
2022,"Ravijoki","7",7,16.837,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis"
2022,"Ravijoki","7",8,18.455,"Mmbra",2,"kolo",1.5,25.985,2.3,"Myotis"
2022,"Ravijoki","7",9,16.769,"Paur",1,"kolo",1,25.985,2.3,"Paur"
2022,"Ravijoki","7",10,16.447,"Mmbra",1,"kolo",1.5,25.985,2,"Myotis"
2022,"Ravijoki","7",11,16.788,"Mmbra",1,"kolo",2,25.985,2,"Myotis"
2022,"Ravijoki","7",12,20.106,"Mmbra",2,"kolo",2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",13,20.663,"Mmbra",2,"kolo",2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",14,16.134,"Mmbra",4,"kolo",2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",15,22.127,"Mmbra",3,"pinta",3,25.985,3.2,"Myotis"
2022,"Ravijoki","7",16,21.299,"Mmbra",2,"kolo",2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",17,22.082,"Mmbra",1,"kolo",1.5,25.985,3.2,"Myotis"
2022,"Ravijoki","7",18,25.09,"Mmbra",9,"pinta",3,25.985,3.2,"Myotis"
2022,"Ravijoki","7",19,24.734,"Mmbra",8,"pinta",3.2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",20,25.632,"Mmbra",7,"pinta",3.2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",21,25.366,"Enil",1,"pinta",1,25.985,3.2,"Enil"
2022,"Ravijoki","7",22,25.476,"Paur",1,"kolo",2,25.985,3.2,"Paur"
2022,"Ravijoki","7",23,25.746,"Mmbra",3,"kolo",2,25.985,3.2,"Myotis"
2022,"Ravijoki","7",24,25.618,"Mdau",1,"pinta",3,25.985,3.2,"Myotis"
2022,"Ravijoki","7",25,15.413,"Enil",1,"kolo",1.5,25.985,2.3,"Enil"
2022,"Ravijoki","7",26,5.584,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis"
2022,"Ravijoki","7",27,5.348,"Mmbra",2,"kolo",2,25.985,2.3,"Myotis"
2022,"Ravijoki","7",28,5.883,"Enil",1,"pinta",2.5,25.985,2.3,"Enil"
2022,"Ravijoki","7",29,2.472,"Enil",1,"pinta",2.3,25.985,2.3,"Enil"
2022,"Ravijoki","7",30,3.791,"Enil",1,"pinta",1.5,25.985,2,"Enil"
2023,"Saarasjarvi","70",1,8.173,"Enil",1,"kolo",2.1,11.786,2.1,"Enil"
2023,"Saarasjarvi","152",1,10.609,"Enil",1,"kolo",2,12.904,2,"Enil"
2023,"Saarasjarvi","72",1,7.971,"Enil",1,"pinta",2,10.996,2,"Enil"
2023,"Saarasjarvi","72",2,8.271,"Enil",1,"kolo",2,10.996,2,"Enil"
2023,"Saarasjarvi","72",3,9.907,"Enil",1,"pinta",1.7,10.996,2,"Enil"
2023,"Saarasjarvi","72",4,10.839,"Enil",1,"pinta",2,10.996,2,"Enil"
2023,"Saarasjarvi","72",5,4.488,"Enil",1,"pinta",2,10.996,2,"Enil"
2023,"Saarasjarvi","73",1,3.471,"Enil",1,"pinta",1.7,21.589,2,"Enil"
2023,"Saarasjarvi","73",2,2.741,"Enil",1,"kolo",2,21.589,5,"Enil"
2022,"Saarasjarvi","70",1,7.085,"Enil",1,"kolo",2.1,11.786,2.1,"Enil"
2022,"Saarasjarvi","73",1,12,"Enil",1,"kolo",2,21.589,2,"Enil"
2022,"Saarasjarvi","155",1,5.845,"Enil",1,"kolo",1,9.069,2,"Enil"
2022,"Saarasjarvi","155",2,7.286,"Enil",1,"kolo",-1,9.069,2,"Enil"
2023,"Sakajarvi","427",1,10.364,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2023,"Sakajarvi","252",1,3.017,"Enil",1,"kolo",1.5,6.392,2,"Enil"
2023,"Sakajarvi","252",2,5.332,"Enil",1,"pinta",1.5,6.392,2,"Enil"
2023,"Sakajarvi","252",3,1.861,"Enil",1,"kolo",1.5,6.392,2,"Enil"
2023,"Sakajarvi","272",1,10.181,"Enil",1,"pinta",2,11.066,2,"Enil"
2023,"Sakajarvi","241",1,1.855,"Enil",1,"pinta",2.5,6.987,5,"Enil"
2023,"Sakajarvi","241",2,6.17,"Enil",1,"pinta",2,6.987,2,"Enil"
2023,"Sakajarvi","241",3,4.692,"Enil",1,"pinta",1,6.987,2,"Enil"
2022,"Sakajarvi","427",1,3.477,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2022,"Sakajarvi","427",2,7.535,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2022,"Sakajarvi","427",3,10.389,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2022,"Sakajarvi","252",1,5.032,"Enil",1,"kolo",2,6.392,2,"Enil"
2022,"Sakajarvi","252",2,5.598,"Enil",1,"kolo",2,6.392,2,"Enil"
2022,"Sakajarvi","241",1,3.793,"Enil",1,"pinta",2,6.987,2,"Enil"
2022,"Sakajarvi","241",2,4.315,"Enil",1,"pinta",2,6.987,2,"Enil"
2022,"Sakajarvi","241",3,5.488,"Enil",1,"pinta",2,6.987,2,"Enil"
2022,"Sakajarvi","241",4,6.218,"Enil",1,"pinta",2,6.987,2,"Enil"
2023,"Sakajarvi_S","77",1,1.156,"Enil",2,"pinta",1.9,12.372,1.9,"Enil"
2023,"Sakajarvi_S","77",2,8.838,"Enil",1,"pinta",1.9,12.372,1.9,"Enil"
2023,"Sakajarvi_S","77",3,9.876,"Enil",1,"pinta",1.9,12.372,1.9,"Enil"
2023,"Sakajarvi_S","79",1,7.856,"Enil",1,"pinta",1.7,9.119,1.9,"Enil"
2023,"Sakajarvi_S","79",2,8.059,"Enil",1,"kolo",1.9,9.119,1.9,"Enil"
